DateKey	Year	MonthNum	MonthFull	MonthAbbr	QuarterNum	QuarterFull	QuarterNameAbbr	YearAndQuarterNum	YearAndMonthNum	QuarterAndYearAbbr	MonthAndYearAbbr	MonthAndYear	QuarterAndYear
04/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
05/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
06/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
07/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
08/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
09/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
10/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
11/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
12/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
13/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
14/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
15/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
16/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
17/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
18/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
19/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
20/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
21/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
22/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
23/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
24/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
25/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
26/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
27/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
28/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
29/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
30/09/2013	2013	9	September	Sep	3	Quarter 3	Q3	20133	201309	Q3 2013	Sep 2013	Sep-13	Quarter 3 2013
01/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
02/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
03/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
04/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
05/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
06/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
07/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
08/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
09/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
10/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
11/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
12/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
13/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
14/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
15/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
16/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
17/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
18/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
19/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
20/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
21/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
22/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
23/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
24/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
25/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
26/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
27/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
28/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
29/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
30/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
31/10/2013	2013	10	October	Oct	4	Quarter 4	Q4	20134	201310	Q4 2013	Oct 2013	Oct-13	Quarter 4 2013
01/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
02/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
03/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
04/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
05/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
06/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
07/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
08/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
09/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
10/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
11/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
12/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
13/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
14/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
15/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
16/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
17/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
18/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
19/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
20/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
21/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
22/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
23/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
24/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
25/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
26/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
27/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
28/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
29/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
30/11/2013	2013	11	November	Nov	4	Quarter 4	Q4	20134	201311	Q4 2013	Nov 2013	Nov-13	Quarter 4 2013
01/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
02/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
03/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
04/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
05/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
06/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
07/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
08/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
09/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
10/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
11/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
12/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
13/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
14/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
15/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
16/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
17/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
18/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
19/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
20/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
21/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
22/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
23/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
24/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
25/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
26/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
27/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
28/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
29/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
30/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
31/12/2013	2013	12	December	Dec	4	Quarter 4	Q4	20134	201312	Q4 2013	Dec 2013	Dec-13	Quarter 4 2013
01/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
02/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
03/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
04/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
05/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
06/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
07/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
08/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
09/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
10/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
11/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
12/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
13/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
14/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
15/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
16/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
17/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
18/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
19/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
20/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
21/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
22/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
23/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
24/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
25/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
26/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
27/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
28/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
29/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
30/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
31/01/2014	2014	1	January	Jan	1	Quarter 1	Q1	20141	201401	Q1 2014	Jan 2014	Jan-14	Quarter 1 2014
01/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
02/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
03/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
04/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
05/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
06/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
07/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
08/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
09/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
10/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
11/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
12/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
13/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
14/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
15/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
16/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
17/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
18/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
19/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
20/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
21/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
22/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
23/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
24/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
25/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
26/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
27/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
28/02/2014	2014	2	February	Feb	1	Quarter 1	Q1	20141	201402	Q1 2014	Feb 2014	Feb-14	Quarter 1 2014
01/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
02/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
03/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
04/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
05/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
06/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
07/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
08/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
09/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
10/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
11/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
12/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
13/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
14/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
15/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
16/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
17/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
18/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
19/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
20/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
21/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
22/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
23/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
24/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
25/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
26/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
27/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
28/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
29/03/2014	2014	3	March	Mar	1	Quarter 1	Q1	20141	201403	Q1 2014	Mar 2014	Mar-14	Quarter 1 2014
